sent_id,Subject,Predicate,Object,stage_a_decision,triggered_retrieval,final_decision,error_type
sent_0014,he,batted,.260,LOCAL_ACCEPT,False,ACCEPT,
sent_0015,They,known as,Northern Territories,LOCAL_ACCEPT,False,ACCEPT,
sent_0016,She,resigns,after,LOCAL_ACCEPT,False,ACCEPT,
sent_0016,She,relocates,Florida,LOCAL_ACCEPT,False,ACCEPT,
sent_0017,Muncy Creek,enters,Lycoming County,LOCAL_ACCEPT,False,ACCEPT,
sent_0017,Muncy Creek,flows along,border,LOCAL_ACCEPT,False,ACCEPT,
sent_0017,Muncy Creek,flows along,Shrewsbury Township,LOCAL_ACCEPT,False,ACCEPT,
sent_0017,Muncy Creek,flows along,Penn Township,LOCAL_ACCEPT,False,ACCEPT,
sent_0018,villages,located,industrial sites,LOCAL_ACCEPT,True,ACCEPT,
sent_0018,villages,were,physically separated,LOCAL_ACCEPT,False,ACCEPT,
sent_0018,villages,consisted,high quality housing,LOCAL_ACCEPT,False,ACCEPT,
sent_0018,industrial sites,were,located,LOCAL_ACCEPT,False,ACCEPT,
sent_0018,industrial sites,were,the villages were located close,LOCAL_ACCEPT,False,ACCEPT,
sent_0019,RSNO,has base,Henry Wood Hall,LOCAL_ACCEPT,False,ACCEPT,
sent_0019,RSNO,is used as,recording venue,LOCAL_ACCEPT,False,ACCEPT,
sent_0019,RSNO,has base,Royal Concert Hall,LOCAL_ACCEPT,True,ACCEPT,
sent_0019,Royal Concert Hall,is located at,Buchanan Street,LOCAL_ACCEPT,False,ACCEPT,
sent_0019,Royal Concert Hall,is being constructed,new base,LOCAL_ACCEPT,False,ACCEPT,
sent_0019,RSNO,has new base,Royal Concert Hall,LOCAL_ACCEPT,False,ACCEPT,
sent_0020,Dripping,can be clarified,adding,LOCAL_ACCEPT,False,ACCEPT,
sent_0020,Dripping,can be clarified,sliced raw potato,LOCAL_ACCEPT,False,ACCEPT,
sent_0020,sliced raw potato,can is added,Dripping,LOCAL_ACCEPT,False,ACCEPT,
sent_0020,sliced raw potato,can is cooked,until,LOCAL_ACCEPT,True,ACCEPT,
sent_0020,sliced raw potato,can turns,brown,LOCAL_ACCEPT,False,ACCEPT,
sent_0020,until,can cooking,sliced raw potato,LOCAL_ACCEPT,True,REJECT,low_support
sent_0021,character,notes,practical difficulties,LOCAL_ACCEPT,False,ACCEPT,
sent_0021,country,is,its own map,LOCAL_ACCEPT,False,ACCEPT,
sent_0021,map,does,nearly as well,LOCAL_ACCEPT,False,ACCEPT,
sent_0022,They,returned,the Second Division,LOCAL_ACCEPT,False,ACCEPT,
sent_0022,They,gained,promotion,LOCAL_ACCEPT,False,ACCEPT,
sent_0022,They,gained,promotion to the First Division,LOCAL_ACCEPT,False,ACCEPT,
sent_0022,They,gained,promotion,LOCAL_ACCEPT,False,ACCEPT,
sent_0022,They,gained promotion to,the First Division,LOCAL_ACCEPT,False,ACCEPT,
sent_0022,They,gained promotion in,1974,LOCAL_ACCEPT,False,ACCEPT,
sent_0022,They,returned,at the first attempt,LOCAL_ACCEPT,False,ACCEPT,
sent_0022,They,gained,the First Division,LOCAL_ACCEPT,False,ACCEPT,
sent_0022,They,gained,in 1974,LOCAL_ACCEPT,False,ACCEPT,
sent_0023,He,stayed,less than a year,LOCAL_ACCEPT,False,ACCEPT,
sent_0023,He,being appointed,Chief Constable of Kent,LOCAL_ACCEPT,False,ACCEPT,
sent_0023,He,appointed,Chief Constable of Kent,LOCAL_ACCEPT,False,ACCEPT,
sent_0024,King,refers to,writings,LOCAL_ACCEPT,False,ACCEPT,
sent_0024,King,refers to,contradictions,LOCAL_ACCEPT,False,ACCEPT,
sent_0024,King,refers to,material reality,LOCAL_ACCEPT,False,ACCEPT,
sent_0024,King,refers to,upbringing,LOCAL_ACCEPT,False,ACCEPT,
sent_0024,King,refers to,grandmother,LOCAL_ACCEPT,False,ACCEPT,
sent_0024,King,refers to,behavior,LOCAL_ACCEPT,False,ACCEPT,
sent_0024,King,refers to,snobbish behavior,LOCAL_ACCEPT,False,ACCEPT,
sent_0025,the songs,suggests negate,what,LOCAL_ACCEPT,False,ACCEPT,
sent_0025,many,suggests consider,to be,LOCAL_ACCEPT,False,ACCEPT,
sent_0026,Byrom Street Cutting,became,a runaway catch point,LOCAL_ACCEPT,False,ACCEPT,
sent_0026,Byrom Street Cutting,became,catch point,LOCAL_ACCEPT,False,ACCEPT,
sent_0026,Byrom Street Cutting,became,a runaway,LOCAL_ACCEPT,False,ACCEPT,
sent_0026,Byrom Street Cutting,became,point,LOCAL_ACCEPT,False,ACCEPT,
sent_0026,Byrom Street Cutting,is,cutting,LOCAL_ACCEPT,True,ACCEPT,
sent_0026,Byrom Street Cutting,is,street,LOCAL_ACCEPT,True,ACCEPT,
sent_0026,Byrom Street Cutting,is,point,LOCAL_ACCEPT,True,ACCEPT,
sent_0026,Byrom Street Cutting,became,trains,LOCAL_ACCEPT,False,ACCEPT,
sent_0026,Byrom Street Cutting,became,tunnel,LOCAL_ACCEPT,True,REJECT,low_support
sent_0026,Byrom Street Cutting,became,the tunnel,LOCAL_ACCEPT,True,REJECT,low_support
sent_0027,The division,may maintained,defensive positions,LOCAL_ACCEPT,True,ACCEPT,
sent_0027,The division,may broke out of,the beachhead,LOCAL_ACCEPT,True,ACCEPT,
sent_0027,The division,may took,Cisterna,LOCAL_ACCEPT,True,UNVERIFIED,low_support
sent_0027,The division,may raced to,Civitavecchia,LOCAL_ACCEPT,True,ACCEPT,
sent_0027,The division,may raced to,Rome,LOCAL_ACCEPT,True,ACCEPT,
sent_0028,Cashel Byron,without follows,novel,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0028,Cashel Byron,without is,world champion prizefighter,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0028,Cashel Byron,without tries,woo,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0028,Cashel Byron,without tries,Lydia Carew,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0028,Cashel Byron,without has,illegal profession,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0028,Lydia Carew,without is,wealthy aristocrat,LOCAL_ACCEPT,True,UNVERIFIED,low_support
sent_0028,Cashel Byron,without woos,Lydia Carew,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0029,judge,ordered,case,LOCAL_ACCEPT,True,REJECT,low_support
sent_0029,judge,reviewed,case,LOCAL_ACCEPT,False,ACCEPT,
sent_0029,case,reviewed,a higher court,LOCAL_ACCEPT,False,ACCEPT,
sent_0029,A higher court,reviewed,case,LOCAL_ACCEPT,False,ACCEPT,
sent_0030,Lady Mary Wortley Montagu,observed,practice,LOCAL_ACCEPT,False,ACCEPT,
sent_0030,Lady Mary Wortley Montagu,attempted,popularize,LOCAL_ACCEPT,False,ACCEPT,
sent_0030,Lady Mary Wortley Montagu,encountered,resistance,LOCAL_ACCEPT,False,ACCEPT,
sent_0030,Istanbul,observed,practice,LOCAL_ACCEPT,False,ACCEPT,
sent_0030,Britain,attempted,popularize,LOCAL_ACCEPT,True,REJECT,low_support
sent_0030,Lady Mary Wortley Montagu,attempted,popularize,LOCAL_ACCEPT,False,ACCEPT,
sent_0030,practice,observed,Lady Mary Wortley Montagu,LOCAL_ACCEPT,True,REJECT,low_support
sent_0030,resistance,encountered,Lady Mary Wortley Montagu,LOCAL_ACCEPT,False,ACCEPT,
sent_0031,Wallonia,is home to,about 80 % of the population of the French Community of Belgium,LOCAL_ACCEPT,False,ACCEPT,
sent_0031,Wallonia,is home to,the remainder,LOCAL_ACCEPT,True,REJECT,low_support
sent_0031,French Community of Belgium,is responsible for,matters,LOCAL_ACCEPT,False,ACCEPT,
sent_0031,French Community of Belgium,is responsible for,culture,LOCAL_ACCEPT,False,ACCEPT,
sent_0031,French Community of Belgium,is responsible for,education,LOCAL_ACCEPT,False,ACCEPT,
sent_0031,Brussels,is home to,the remainder,LOCAL_ACCEPT,False,ACCEPT,
sent_0032,liquid-packed vessels,are characterized by,relatively small size,LOCAL_ACCEPT,False,ACCEPT,
sent_0032,thermal relief valves,are,generally characterized,LOCAL_ACCEPT,False,ACCEPT,
sent_0032,thermal relief valves,provide,protection,LOCAL_ACCEPT,False,ACCEPT,
sent_0032,thermal expansion,is caused by,thermal relief valves,LOCAL_ACCEPT,False,ACCEPT,
sent_0034,student,ascends,Pardes system,LOCAL_ACCEPT,False,ACCEPT,
sent_0034,thought,becomes,more inward and spiritual,LOCAL_ACCEPT,False,ACCEPT,
sent_0034,interpretations,become,more inward and spiritual,LOCAL_ACCEPT,False,ACCEPT,
sent_0034,God,desires,man's observance,LOCAL_ACCEPT,False,ACCEPT,
sent_0034,God,desires,Jewish precepts,LOCAL_ACCEPT,False,ACCEPT,
sent_0035,Shiva lingam,is a replica of,above seen,LOCAL_ACCEPT,False,ACCEPT,
sent_0035,above seen,is,a replica,LOCAL_ACCEPT,False,ACCEPT,
sent_0035,a replica,is of,Shiva lingam,LOCAL_ACCEPT,False,ACCEPT,
sent_0036,triangle area,includes,Quanzhou,LOCAL_ACCEPT,False,ACCEPT,
sent_0036,triangle area,includes,Xiamen,LOCAL_ACCEPT,False,ACCEPT,
sent_0036,triangle area,includes,Zhangzhou,LOCAL_ACCEPT,False,ACCEPT,
sent_0036,locals,speak,Minnan languages,LOCAL_ACCEPT,False,ACCEPT,
sent_0037,C&HP line,used,section,LOCAL_ACCEPT,True,ACCEPT,
sent_0037,C&HP line,ran,Parsley Hay,LOCAL_ACCEPT,False,ACCEPT,
sent_0037,Parsley Hay,ran,Ashbourne,LOCAL_ACCEPT,True,REJECT,low_support
sent_0037,Parsley Hay,connected,North Staffordshire Railway,LOCAL_ACCEPT,False,ACCEPT,
sent_0037,Ashbourne,connected,North Staffordshire Railway,LOCAL_ACCEPT,False,ACCEPT,
sent_0038,form of violence,occurs,lesbian relationships,LOCAL_ACCEPT,False,ACCEPT,
sent_0038,form of violence,occurs,daughter-mother relationships,LOCAL_ACCEPT,False,ACCEPT,
sent_0038,form of violence,occurs,roommate relationships,LOCAL_ACCEPT,False,ACCEPT,
sent_0038,form of violence,occurs,other domestic relationships,LOCAL_ACCEPT,False,ACCEPT,
sent_0038,heterosexual relationships,is portrayed,issue,LOCAL_ACCEPT,False,ACCEPT,
sent_0038,lesbian relationships,is,context,LOCAL_ACCEPT,True,ACCEPT,
sent_0038,daughter-mother relationships,is,context,LOCAL_ACCEPT,True,ACCEPT,
sent_0038,roommate relationships,is,context,LOCAL_ACCEPT,True,ACCEPT,
sent_0038,other domestic relationships,is,context,LOCAL_ACCEPT,True,ACCEPT,
sent_0039,The second session,took place,"November 12, 1960",LOCAL_ACCEPT,False,ACCEPT,
sent_0039,The second session,produced,"Joe Primrose's ""St. James Infirmary""",LOCAL_ACCEPT,False,ACCEPT,
sent_0039,The second session,produced,"""I've Just Got to Forget You""",LOCAL_ACCEPT,False,ACCEPT,
sent_0040,Households,made up of,individuals,LOCAL_ACCEPT,False,ACCEPT,
sent_0040,Households,had,someone living alone,LOCAL_ACCEPT,False,ACCEPT,
sent_0040,Someone living alone,was,65 years of age or older,LOCAL_ACCEPT,False,ACCEPT,
sent_0041,He,held,post,LOCAL_ACCEPT,False,ACCEPT,
sent_0041,He,was,readmitted,LOCAL_ACCEPT,False,ACCEPT,
sent_0041,He,became,Master of the Rolls in Ireland,LOCAL_ACCEPT,False,ACCEPT,
sent_0041,He,held,Attorney-General,LOCAL_ACCEPT,False,ACCEPT,
sent_0042,She,began,her film career,LOCAL_ACCEPT,False,ACCEPT,
sent_0042,She,began,1947,LOCAL_ACCEPT,False,ACCEPT,
sent_0042,She,began,A New Oath,LOCAL_ACCEPT,False,ACCEPT,
sent_0043,Continuing duties,may became,specified,LOCAL_ACCEPT,False,ACCEPT,
sent_0043,Continuing duties,may became,common,LOCAL_ACCEPT,False,ACCEPT,
sent_0043,Manumission agreements,may specify,duties,LOCAL_ACCEPT,False,ACCEPT,
sent_0043,Freed slaves,may have,duties,LOCAL_ACCEPT,False,ACCEPT,
sent_0043,Duties,may be,customary,LOCAL_ACCEPT,False,ACCEPT,
sent_0043,Manumission agreements,may contain,duties,LOCAL_ACCEPT,False,ACCEPT,
sent_0044,He,returned,Cleveland,LOCAL_ACCEPT,False,ACCEPT,
sent_0044,He,working,clubs,LOCAL_ACCEPT,False,ACCEPT,
sent_0044,He,working,singer,LOCAL_ACCEPT,True,REJECT,coreference_required
sent_0044,He,working,dancer,LOCAL_ACCEPT,True,REJECT,coreference_required
sent_0044,He,working,comedian,LOCAL_ACCEPT,True,REJECT,coreference_required
sent_0044,He,appearing,character,LOCAL_ACCEPT,False,ACCEPT,
sent_0044,He,appearing,Prince DuMarr,LOCAL_ACCEPT,False,ACCEPT,
sent_0045,Israel,controlled,sector,LOCAL_ACCEPT,True,REJECT,low_support
sent_0045,sector,captured,Israel,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0045,Israel,captured,sector,LOCAL_ACCEPT,False,ACCEPT,
sent_0045,Israel,captured,Six-Day War,LOCAL_ACCEPT,False,ACCEPT,
sent_0045,sector,was captured by,Israel,LOCAL_ACCEPT,False,ACCEPT,
sent_0045,Israel,captured in,Six-Day War,LOCAL_ACCEPT,False,ACCEPT,
sent_0046,Voyslava,killed,Mlada,LOCAL_ACCEPT,False,ACCEPT,
sent_0046,Mlada,bride,Yaromir,LOCAL_ACCEPT,False,ACCEPT,
sent_0046,Yaromir,has,Mlada,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0046,Voyslava,has,Yaromir,LOCAL_ACCEPT,False,ACCEPT,
sent_0047,numbers,are,equal,LOCAL_ACCEPT,False,ACCEPT,
sent_0047,numbers,be,equal,LOCAL_ACCEPT,False,ACCEPT,
sent_0047,right side,be,equal,LOCAL_ACCEPT,False,ACCEPT,
sent_0047,left side,be,equal,LOCAL_ACCEPT,True,ACCEPT,
sent_0047,numbers,be,equal to,LOCAL_ACCEPT,False,ACCEPT,
sent_0047,right side,be,equal to,LOCAL_ACCEPT,True,ACCEPT,
sent_0047,left side,be,equal to,LOCAL_ACCEPT,True,ACCEPT,
sent_0048,lodge members,are,active staff members,LOCAL_ACCEPT,False,ACCEPT,
sent_0048,lodge members,are,members,LOCAL_ACCEPT,True,ACCEPT,
sent_0048,youth,are,active staff members,LOCAL_ACCEPT,False,ACCEPT,
sent_0048,youth,are,members,LOCAL_ACCEPT,False,ACCEPT,
sent_0048,adult,are,active staff members,LOCAL_ACCEPT,False,ACCEPT,
sent_0048,adult,are,members,LOCAL_ACCEPT,True,ACCEPT,
sent_0048,Scout,are,staff members,LOCAL_ACCEPT,True,ACCEPT,
sent_0048,Cub Scout,are,staff members,LOCAL_ACCEPT,True,REJECT,low_support
sent_0048,Scout camps,are,staff members,LOCAL_ACCEPT,True,REJECT,low_support
sent_0048,Cub Scout camps,are,staff members,LOCAL_ACCEPT,True,REJECT,low_support
sent_0049,These tracks,have been included,on CD reissues of the album,LOCAL_ACCEPT,False,ACCEPT,
sent_0049,These tracks,have been included,on CD reissues,LOCAL_ACCEPT,False,ACCEPT,
sent_0049,These tracks,have been included,of the album,LOCAL_ACCEPT,False,ACCEPT,
sent_0049,These tracks,have been included,the album,LOCAL_ACCEPT,False,ACCEPT,
sent_0049,These tracks,have been included,CD reissues,LOCAL_ACCEPT,False,ACCEPT,
sent_0049,These tracks,have been included,the Plan,LOCAL_ACCEPT,False,ACCEPT,
sent_0049,These tracks,have been included,cd reissues,LOCAL_ACCEPT,False,ACCEPT,
sent_0050,Institut Constant de Rebecque,founded,January 2005,LOCAL_ACCEPT,False,ACCEPT,
sent_0050,Institut Constant de Rebecque,founded,Lausanne,LOCAL_ACCEPT,True,REJECT,low_support
sent_0050,Institut Constant de Rebecque,named,after,LOCAL_ACCEPT,False,ACCEPT,
sent_0050,Institut Constant de Rebecque,named,Benjamin Constant,LOCAL_ACCEPT,False,ACCEPT,
sent_0051,Owen,could believed,ills,LOCAL_ACCEPT,True,ACCEPT,
sent_0051,Owen,could believed,industrial work relations,LOCAL_ACCEPT,True,ACCEPT,
sent_0051,Owen,could believed,establishment,LOCAL_ACCEPT,True,ACCEPT,
sent_0051,Owen,could believed,small cooperative communities,LOCAL_ACCEPT,True,REJECT,low_support
sent_0051,Henri de Saint-Simon,could believed,ills,LOCAL_ACCEPT,True,ACCEPT,
sent_0051,Henri de Saint-Simon,could believed,industrial work relations,LOCAL_ACCEPT,True,ACCEPT,
sent_0051,Henri de Saint-Simon,could believed,establishment,LOCAL_ACCEPT,True,ACCEPT,
sent_0051,Henri de Saint-Simon,could believed,small cooperative communities,LOCAL_ACCEPT,True,REJECT,low_support
sent_0051,Owen,could was,utopian socialist movement,LOCAL_ACCEPT,True,REJECT,low_support
sent_0051,Henri de Saint-Simon,could was,utopian socialist movement,LOCAL_ACCEPT,False,ACCEPT,
sent_0052,Latchford viaduct,closed,all traffic,LOCAL_ACCEPT,False,ACCEPT,
sent_0052,Latchford viaduct,deemed,too expensive,LOCAL_ACCEPT,False,ACCEPT,
sent_0052,Latchford viaduct,deemed,too expensive to make extensive repairs,LOCAL_ACCEPT,False,ACCEPT,
sent_0052,Latchford viaduct,operational,when,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0052,Latchford viaduct,operational,it was deemed too expensive to make extensive repairs,LOCAL_ACCEPT,True,ACCEPT,
sent_0052,Latchford viaduct,operational,it was deemed too expensive,LOCAL_ACCEPT,False,ACCEPT,
sent_0052,Latchford viaduct,operational,to make extensive repairs,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0052,Latchford viaduct,operational,extensive repairs,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0052,Latchford viaduct,operational,repairs,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0052,Latchford viaduct,operational,keep latchford viaduct operational,LOCAL_ACCEPT,True,ACCEPT,
sent_0052,Latchford viaduct,operational,keep latchford viaduct operational,LOCAL_ACCEPT,True,ACCEPT,
sent_0052,Latchford viaduct,operational,keep,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0052,Latchford viaduct,operational,operational,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0052,Latchford viaduct,too expensive,to make extensive repairs,LOCAL_ACCEPT,False,ACCEPT,
sent_0052,Latchford viaduct,too expensive,make extensive repairs,LOCAL_ACCEPT,False,ACCEPT,
sent_0052,Latchford viaduct,too expensive,extensive repairs,LOCAL_ACCEPT,False,ACCEPT,
sent_0052,Latchford viaduct,too expensive,repairs,LOCAL_ACCEPT,False,ACCEPT,
sent_0052,Latchford viaduct,july 1985,closed,LOCAL_ACCEPT,False,ACCEPT,
sent_0052,July 1985,closed,Latchford viaduct,LOCAL_ACCEPT,False,ACCEPT,
sent_0053,Kilmacud Crokes,were,champions,LOCAL_ACCEPT,False,ACCEPT,
sent_0053,Kilmacud Crokes,were,knocked out,LOCAL_ACCEPT,False,ACCEPT,
sent_0054,300 soldiers,were,1st SS Battalion,LOCAL_ACCEPT,False,ACCEPT,
sent_0054,300 soldiers,reinforce,hotel,LOCAL_ACCEPT,False,ACCEPT,
sent_0054,1st SS Battalion,were,300 soldiers,LOCAL_ACCEPT,False,ACCEPT,
sent_0054,300 soldiers,defeat,several attacks,LOCAL_ACCEPT,False,ACCEPT,
sent_0054,several attacks,were,300 soldiers,LOCAL_ACCEPT,True,ACCEPT,
sent_0054,hotel,were,300 soldiers,LOCAL_ACCEPT,False,ACCEPT,
sent_0054,300 soldiers,were,able,LOCAL_ACCEPT,False,ACCEPT,
sent_0054,several attacks,were,hotel,LOCAL_ACCEPT,False,ACCEPT,
sent_0055,He,develops,significance,LOCAL_ACCEPT,False,ACCEPT,
sent_0055,He,is,friend,LOCAL_ACCEPT,False,ACCEPT,
sent_0056,Speranskaya,worked as,chief artist,LOCAL_ACCEPT,False,ACCEPT,
sent_0056,Speranskaya,worked as,stage-artist director,LOCAL_ACCEPT,False,ACCEPT,
sent_0056,Speranskaya,worked,in Kazan Dolls Theatre,LOCAL_ACCEPT,False,ACCEPT,
sent_0056,Speranskaya,worked,in Kazan theatres,LOCAL_ACCEPT,False,ACCEPT,
sent_0056,Speranskaya,was,invited,LOCAL_ACCEPT,False,ACCEPT,
sent_0056,Kazan Dolls Theatre,was,worked,LOCAL_ACCEPT,True,REJECT,low_support
sent_0056,Kazan theatres,was,worked,LOCAL_ACCEPT,True,REJECT,low_support
sent_0057,Iowa Terminal Railroad,was sold to,Dave Johnson,LOCAL_ACCEPT,False,ACCEPT,
sent_0057,Iowa Terminal Railroad,was renamed to,Iowa Traction Railroad,LOCAL_ACCEPT,False,ACCEPT,
sent_0057,April 13,1987,the iowa terminal railroad,LOCAL_ACCEPT,False,ACCEPT,
sent_0057,Iowa Terminal Railroad,was sold,"on April 13, 1987",LOCAL_ACCEPT,False,ACCEPT,
sent_0057,Iowa Terminal Railroad,was renamed,to Iowa Traction Railroad,LOCAL_ACCEPT,False,ACCEPT,
sent_0058,His works,span,range,LOCAL_ACCEPT,False,ACCEPT,
sent_0059,the pair,developed,idea,LOCAL_ACCEPT,False,ACCEPT,
sent_0059,the pair,running workshops,became the triangle arts trust,LOCAL_ACCEPT,False,ACCEPT,
sent_0059,Triangle Arts Trust,was,developed,LOCAL_ACCEPT,False,ACCEPT,
sent_0059,Triangle Arts Trust,was,running workshops,LOCAL_ACCEPT,False,ACCEPT,
sent_0060,club,sees,sixth,LOCAL_ACCEPT,False,ACCEPT,
sent_0060,club,ranked,sixth,LOCAL_ACCEPT,False,ACCEPT,
sent_0060,club,premierships,won,LOCAL_ACCEPT,False,ACCEPT,
sent_0061,Arrangements,not were made for,mid-August performances in 1944,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0061,Arrangements,not were made for,performances,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0061,Arrangements,not were made for,August performances,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0061,Arrangements,not were made for,performances in 1944,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0061,Arrangements,not were made,in 1944,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0061,Arrangements,not were made,performances,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0061,Arrangements,not were made,august,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0061,Arrangements,not were made,mid august,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
sent_0061,Joseph Goebbels,not declared,total war,LOCAL_ACCEPT,False,REJECT,contradiction_or_false
